filedFor,year_quarter,Basic Materials_w,Communication Services_w,Consumer Cyclical_w,Consumer Defensive_w,Energy_w,Financial Services_w,Healthcare_w,Industrials_w,Real Estate_w,Technology_w,Utilities_w,Basic Materials_p,Communication Services_p,Consumer Cyclical_p,Consumer Defensive_p,Energy_p,Financial Services_p,Healthcare_p,Industrials_p,Real Estate_p,Technology_p,Utilities_p,portfolio_value
2004-09-30,2004Q3,0.3499913916206517,2.3491202454875273,5.3333790950388416,40.83310090659866,0.1046415040494236,47.34235892396233,1.5212212869788524,1.4727461722543649,0.6934404740093548,,,169.66000366210938,120.18000030517578,246.57000732421875,220.7400054931641,276.95001220703125,383.4800109863281,334.29998779296875,264.4800109863281,105.7300033569336,,,33856547000
2004-12-31,2004Q4,0.7319900470271201,2.8312806216978235,4.567835458827766,40.806168095933245,0.0989447072411742,49.10761840688115,,1.42984078632714,0.4263218760645812,,,183.1499938964844,129.10000610351562,278.8999938964844,236.9900054931641,288.6300048828125,411.05999755859375,,289.57000732421875,121.4000015258789,,,35759366000
2005-03-31,2005Q1,0.611611041483312,2.994765921579853,4.509841166139142,43.28575419013436,0.1182190740014741,46.557674631779165,,1.5129555755976671,0.4091783992850217,,,185.52999877929688,117.9800033569336,262.44000244140625,237.16000366210935,337.9100036621094,382.4599914550781,,283.6600036621094,114.58999633789062,,,35241352000
2005-06-30,2005Q2,0.7823394120562851,2.83672164414695,2.563017545841054,43.00906740582566,0.1370800249816196,48.25927994018594,,1.7896527350401763,0.4392428699001984,0.1835984220221138,,167.08999633789062,121.08999633789062,259.3900146484375,234.2400054931641,343.07000732421875,396.3900146484375,,272.8900146484375,126.93000030517578,309.9200134277344,,35310761000
2005-09-30,2005Q3,1.3237895303860494,2.092220487121829,2.72482283779364,47.90815885616618,0.162824215521044,42.6409298842019,,2.4225010553448816,0.5438241667991405,0.1809289666653271,,169.17999267578125,118.72000122070312,256.4100036621094,240.47000122070312,403.9599914550781,396.7000122070313,,278.1700134277344,130.14999389648438,327.79998779296875,,33742524000
2005-12-31,2005Q4,0.9902777924919646,1.158430477436245,3.0465749795217585,42.773027673682066,0.1265961754510674,49.42517479750752,,1.7739309007829311,0.3907624449909475,0.3152247581354895,,187.1199951171875,117.43000030517578,258.3900146484375,240.1699981689453,372.7300109863281,426.3999938964844,,290.6000061035156,130.3300018310547,330.80999755859375,,42664796000
2006-03-31,2006Q1,1.3489466484650805,1.0856830700071052,2.5472459144338955,40.60872495999754,2.626807191631373,48.71836300066018,,2.5040592532967065,0.3101370923525364,0.2500328691555843,,199.86000061035156,133.13999938964844,265.3399963378906,242.52000427246097,404.7799987792969,437.4500122070313,,309.5299987792969,148.47000122070312,344.05999755859375,,45757184000
2006-06-30,2006Q2,1.049124532251619,1.2327503727634883,1.7880165366167136,41.5250038525109,2.758971005680957,48.63523957616117,0.0526504290146842,2.542566455453388,0.4156772395470806,,,197.7899932861328,131.25,263.4100036621094,248.1199951171875,420.3500061035156,434.1300048828125,350.69000244140625,308.1000061035156,146.38999938964844,,,45184817000
2006-09-30,2006Q3,1.582063113889836,1.2181270764307768,2.2164490461857955,39.1146842357167,2.293297261264619,47.493223951277415,3.2593603395506596,2.3012033982211837,0.5215915774630149,,,195.55999755859375,143.88999938964844,275.8399963378906,260.75,411.3800048828125,465.8299865722656,384.9200134277344,306.2900085449219,160.64999389648438,,,49657627000
2006-12-31,2006Q4,1.7724990843425648,1.0296779106292575,1.777303775539984,38.56591486890506,2.6210196752104533,48.18977954273132,3.2085352686690105,2.362835728744717,0.4724341452276268,,,216.55999755859375,155.14999389648438,302.9200134277344,268.4100036621094,455.5299987792969,495.30999755859375,388.739990234375,322.6300048828125,178.24000549316406,,,52781748000
2007-03-31,2007Q1,1.3858720867870722,0.8689937775311934,1.5600551642929597,35.21316063212726,2.2663363978462385,48.18758788105091,5.394759211311435,4.712097260107599,0.4111375889453272,,,234.7100067138672,165.02000427246094,299.92999267578125,272.67999267578125,463.3699951171875,478.2699890136719,391.1499938964844,324.510009765625,181.8500061035156,,,57503864000
2007-06-30,2007Q2,1.370749894760784,1.1211654200022572,1.48578567789519,34.97999926879804,2.465917204852974,49.484500163947395,6.545428164671462,2.1593723268088976,0.3870818782629949,,,250.1000061035156,176.2100067138672,310.2099914550781,278.44000244140625,529.7100219726562,485.4100036621094,409.010009765625,354.5,163.5399932861328,,,61077517000
2007-09-30,2007Q3,0.9741704812094696,1.241476572449132,1.617247212720489,35.40254858562462,2.3352625898679835,48.23924347253533,7.359672811983096,2.41129992230324,0.4190783513066387,,,265.2699890136719,179.6699981689453,293.8500061035156,289.489990234375,587.2999877929688,471.0799865722656,416.3800048828125,378.9800109863281,170.2899932861328,,,65805833000
2007-12-31,2007Q4,0.8885132368788761,0.5117137316079975,1.71094354351929,42.05232868239545,2.2481603653156985,42.589212501132614,7.418634883187253,2.329420382582125,0.2510726733806966,,,259.8399963378906,168.25999450683594,259.5299987792969,299.54998779296875,603.0399780273438,392.0799865722656,409.7000122070313,354.3500061035156,141.7100067138672,,,68768137000
2008-03-31,2008Q1,0.9458116510162377,0.4932093937962984,1.8217494760553912,42.28170399028462,2.007693990107675,42.91311727873083,6.976212174485381,2.4263471283646534,0.1341549171589136,,,250.6199951171875,143.7899932861328,243.32000732421875,291.2200012207031,557.6500244140625,334.55999755859375,360.7900085449219,338.510009765625,144.42999267578125,,,66461224000
2008-06-30,2008Q2,0.8722299001221823,0.5180405461768608,1.729334755831608,41.69126574125953,,44.632964206687795,7.890058723321851,2.271400175501658,0.1546921951522591,,0.2400137559462641,260.3399963378906,136.4600067138672,223.57000732421875,273.9700012207031,,270.95001220703125,354.5400085449219,302.6499938964844,135.3800048828125,,206.7400054931641,57877516000
2008-09-30,2008Q3,0.6253380407197443,0.4220053092379799,1.458262647729008,37.02499184467038,8.799216836532226,42.41639908977379,6.950544298409788,2.0083995280632836,0.1177781406661185,,0.1770642641976816,200.66000366210935,114.98999786376952,221.25,285.29998779296875,489.3500061035156,270.67999267578125,354.5199890136719,275.04998779296875,136.5399932861328,,168.0,69889879000
2008-12-31,2008Q4,0.2646232951669272,0.4268000124387986,1.4530972945979277,40.07915872541334,7.978851189034055,41.81297340863626,4.3619080415348686,2.175517348085147,0.1607770632408997,,1.2862936218517689,137.58999633789062,111.6999969482422,169.41000366210938,246.66000366210935,386.3500061035156,168.7899932861328,309.4100036621094,207.2100067138672,77.97000122070312,,147.92999267578125,51869961000
2009-03-31,2009Q1,0.317874005489192,0.3964280493183162,1.7453917762435551,44.79205602474602,6.824586246191544,37.090742937115294,5.239664335972313,2.3507369793785236,0.1829208691444898,,1.0595987764007564,133.7100067138672,102.23999786376952,154.82000732421875,218.77000427246097,339.67999267578125,119.01000213623048,283.0400085449219,162.10000610351562,49.58000183105469,,130.38999938964844,40871225000
2009-06-30,2009Q2,0.3511735769219699,0.3707650412696412,1.4693189722241409,40.524334259428855,5.540335793736095,43.47993472289946,5.339347101939122,2.3449456932819905,0.1980410864321847,,0.3818037518665358,154.47999572753906,104.18000030517578,182.1499938964844,238.17999267578125,373.8399963378906,160.75999450683594,306.45001220703125,191.2899932861328,65.08000183105469,,141.89999389648438,48954993000
2009-09-30,2009Q3,0.518692277909911,0.4175163354908727,1.5775690507547555,40.77754784326142,4.74146815309879,44.14733753909712,4.918555674206144,2.443205096674214,0.1589889981883969,,0.2991190313183851,186.9199981689453,108.29000091552734,216.47999572753903,263.19000244140625,409.30999755859375,201.17999267578125,333.760009765625,231.9199981689453,85.72000122070312,,148.92999267578125,56546051000
2009-12-31,2009Q4,0.4140616913666763,0.3880973870115159,1.6065415477549516,41.05834481797643,3.3742392394953233,47.32589933576539,3.7928184885042744,1.5204352073826524,0.275023799605355,,0.2445384851374252,199.80999755859375,114.63999938964844,235.07000732421875,274.29998779296875,429.9500122070313,193.77999877929688,362.2200012207031,242.9900054931641,94.18000030517578,,157.99000549316406,57929532000
2010-03-31,2010Q1,0.5751683903682133,0.4798105801620611,1.9681482924875535,44.37699809411995,3.489196659040856,42.79941238228135,3.728460929458878,1.9172868670973835,0.4193191350259328,,0.2461986699578232,204.6199951171875,108.1500015258789,258.69000244140625,288.1300048828125,430.30999755859375,214.75,372.6799926757813,273.25,103.0500030517578,,150.6999969482422,50934475000
2010-06-30,2010Q2,0.4440749418453295,0.4749787955894826,1.8949691015294523,44.445002143588795,3.1288515424257244,40.653916243062945,5.9035447486811705,1.9611328915236408,0.3869010897958068,0.4326022737329517,0.2740262282247015,172.4600067138672,102.04000091552734,229.7100067138672,262.6400146484375,373.3599853515625,185.63999938964844,326.8800048828125,238.2899932861328,98.30999755859376,329.92999267578125,143.44000244140625,46440810000
2010-09-30,2010Q3,0.4636869406650926,0.0503712994047015,0.8995030801919858,46.93987766787762,3.4961104119444433,40.73856984675013,6.1278100372319715,0.8506596813742473,,0.433411034559814,,202.2100067138672,121.54000091552734,263.5299987792969,288.2699890136719,419.2699890136719,193.17999267578125,353.75,270.82000732421875,,367.8599853515625,,48563369000
2010-12-31,2010Q4,0.5466570170660299,0.0499615879862662,,46.7751726067272,3.830276794617482,42.86888798880236,5.377708558760583,0.5513354460400676,,,,239.61000061035156,128.74000549316406,,303.5799865722656,506.75,214.77000427246097,364.7799987792969,301.1199951171875,,,,52560379000
2011-03-31,2011Q1,0.5306230365130542,0.0494461874030651,,45.52452864093542,4.401992354497075,43.83357872975163,5.08686607847892,0.5729649724208405,,,,249.36000061035156,133.25,,308.8500061035156,589.3099975585938,220.7100067138672,383.0,325.79998779296875,,,,53601706000
2011-06-30,2011Q2,0.4675835032819466,0.0475958617804714,,47.83144410676806,4.244813631546491,40.865940620953715,5.850977242168566,0.6916450335007446,,,,245.92999267578125,,,322.6600036621094,559.4600219726562,206.8699951171875,410.9299926757813,321.8599853515625,,,,52357493000
2011-09-30,2011Q3,0.1943178731650359,0.3318334199817142,,41.42284533889777,3.1682289871475136,31.95803129015662,4.686109052483888,0.9408931762455128,,17.29774086192194,,184.5500030517578,122.01000213623048,,306.7099914550781,442.7900085449219,159.0500030517578,367.7300109863281,252.6199951171875,,378.19000244140625,,59127860000
2011-12-31,2011Q4,0.2622053496615281,1.551223555679775,,39.14743874549828,3.205644937890908,32.68725510697121,3.951129698521065,1.0099349543949718,,18.185167651382272,,211.7100067138672,129.82000732421875,,335.5400085449219,520.8099975585938,175.22999572753906,402.6099853515625,292.4700012207031,,409.9299926757813,,66151587000
2012-03-31,2012Q1,0.3899615207120827,1.993976115617146,0.3406363192685283,35.5328541405905,2.937524111805738,35.777682013007926,3.982365264391553,0.9123728008871154,,18.13262771371941,,234.42999267578125,130.72000122070312,357.4200134277344,351.8800048828125,538.5700073242188,212.7899932861328,435.8900146484375,324.1000061035156,,497.9500122070313,,75300250000
2012-06-30,2012Q2,0.4375927778092178,2.990014367601507,0.265334140315098,35.0574293680384,3.6317879557191226,36.64151858747729,2.80077676704128,0.6375150558960273,,17.538030980102064,,222.07000732421875,147.13999938964844,344.8500061035156,357.6000061035156,500.510009765625,196.2100067138672,439.0199890136719,309.0,,460.0899963378906,,74321382000
2012-09-30,2012Q3,0.4974800878196693,3.433891702022577,0.4530270190093323,32.660093807724024,3.9486711160978087,37.47072300443855,1.7726824455302548,1.168962377490044,,18.594468439867743,,233.61000061035156,156.72999572753906,370.239990234375,372.5,554.1799926757812,211.0500030517578,468.0499877929687,321.05999755859375,,493.6000061035156,,75326633000
2012-12-31,2012Q4,0.636293939927466,3.733979325386298,0.9569982162588916,30.472335548337735,4.253212101609244,38.62407622950536,2.37037205222641,1.4385034207624066,,17.51422916598618,,236.3000030517578,144.7100067138672,373.1499938964844,357.9599914550781,527.75,219.61000061035156,459.4500122070313,326.010009765625,,460.7200012207031,,75313620000
2013-03-31,2013Q1,1.0065417318577927,3.9940944933764815,0.8182223565782678,29.952469928004906,4.564658412930506,38.688161213074466,2.4480259982712744,0.9789162863118964,,17.54890957959441,,245.13999938964844,159.25,417.0299987792969,410.3999938964844,583.8800048828125,244.22999572753903,534.5,357.9100036621094,,478.6600036621094,,85001344000
